hittypeid,workerid,pending,completed,approved,rejected,suspicious,blocked,avghittime,relevance_stdev,sentiment_stdev,position_stdev
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1QJLXPE6O74EZ,0,5,5,0,0,0,-9,1.024695077,1.297771369,1.29349534
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3CEZ4L8BI5A6S,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AGMHQRT48XIHN,0,4,4,0,0,0,-9,0.966226552,1.108869621,0.914732034
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2PXJTMWGUE5DC,0,13,13,0,0,0,182.7692308,1.392472366,1.32354452,1.407475354
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A34WVTUJA2P0OJ,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A10ELK3KP57KWE,0,13,13,0,0,0,85.30769231,1.133637127,0.818377912,0.795235814
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1VKSXDK4QAEF9,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1SH7KC5Y1BK4W,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1A25FXEVMBSOA,0,4,4,0,0,0,-9,0.330718914,0.726184377,0.899218411
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1L3R76NBXO3DU,0,3,3,0,0,0,-9,0,1.118033989,1
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A15MT6ZXRBN8Y6,0,6,6,0,0,0,-9,1.165922382,1.116915395,1.252661566
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AZN83WTGUR1JZ,0,72,72,0,0,0,86.86111111,0.809824655,1.10090831,1.090071694
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,ACWYF9Z50PCA9,0,21,21,0,0,0,91.95238095,0.913103775,0.747118066,0.884243697
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2WLBR9LYCTC12,0,9,9,0,0,0,-9,0.942809042,0.968749537,1.053910169
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A21OI9B3AZ4O3K,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AVZ76FUE8VET9,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3300UYCOCN5YI,0,6,6,0,0,0,-9,0.897527468,1.017799992,1.063219066
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3SQ6ORWDN5BGZ,0,3,3,0,0,0,-9,0.595119036,0.721687836,0.745355993
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1PETLQIZ3BVWB,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2TWKGJZFSVCUK,0,8,8,0,0,0,-9,1.322875656,1.089724736,1.067543178
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1A7W3JJ5CLG0R,0,7,7,0,0,0,-9,0.646813224,1.083267921,1.32239347
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AKNGE4XEUT8SF,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,ANJPIWDMSM66Q,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1OZVU5P4MDDK2,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A16X0T9JXPU2E0,0,13,13,0,0,0,104.5384615,1.280255152,1.572221132,1.593715958
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3CQZVJVN8AVQ8,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1EZV3Q6PGMQTY,0,50,50,0,0,0,4812.84,0.792448737,0.697306663,0.744430555
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AJP84XHK2HLTY,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1ER9R31XKV27U,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A37QW51L039KKQ,0,863,863,0,0,0,30.79374276,0.627495976,1.038430491,1.073751429
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2XY0O37H6MJYQ,0,10,10,0,0,0,519.4,0.879985795,0.640312424,0.661437828
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AGCVZ8SFKUJIT,0,10,10,0,0,0,101,0.948683298,1.18393809,1.073253822
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AFWJT2RB6Y4SZ,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AZJEGHE4605S5,0,45,45,0,0,0,59.04444444,0.86037603,0.890467349,0.933779655
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2S60KDTNQ2NNQ,0,11,11,0,0,0,128.0909091,1.193993231,1.565573079,1.539277428
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A4ITJB4ISUQ9N,0,8,8,0,0,0,-9,0.75,0.609174647,0.612372436
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A18U456XGVW19C,0,6,6,0,0,0,-9,1.312334646,1.4731369,1.132893072
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A26DH4FW4P7NUH,0,3,3,0,0,0,-9,0.645497224,0.640095479,0.623609564
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,ANMJCI2CXTDK,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A33EPJ1QJMZV10,0,3,3,0,0,0,-9,0.745355993,1.178511302,1.258305739
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1ALER2JY9HJ9B,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3QW8IO4MXABWJ,0,16,16,0,0,0,81.5625,0.851813323,1.146838192,1.174260997
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AV3GP5YAMSMSL,0,4,4,0,0,0,-9,0.788095013,0.869226987,0.748331477
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A4USTI6S8ICM9,0,297,297,0,0,0,135.8552189,0.668803754,1.080421226,1.077999579
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3K1ZHQQOD2RSD,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2UME0TSE7N41G,0,3,3,0,0,0,-9,0.687184271,0.849836586,1.187317237
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3IA77UHAVA83X,0,12,12,0,0,0,2150.75,0.998044964,1.047320824,1.154632324
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2VJZZPAHHKAOW,0,12,12,0,0,0,195.0833333,0.759202798,0.772886471,0.977052394
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2U7UKQCDUYAZ2,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2GLZB2VKVVKSW,0,4,4,0,0,0,-9,0.916429894,0.699854212,0.820651807
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1X258MWJFEMTW,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2JFXMKZJ1LR24,0,190,190,0,0,0,39.04736842,0.980416802,0.543960384,0.543521605
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A7Y57LYUL8SPF,0,10,10,0,0,0,109,0.384057287,0.866025404,0.842244026
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A26TK7NSPXB5US,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2BIWCFCBRN1TK,0,17,0,17,0,0,156.8823529,0,0,0
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2ZBXQ7BHHJ2PP,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2WP0GEVWEIQC2,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A143O8HBZ3LRCW,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3JU5ATEAXBQN7,0,194,194,0,0,0,351.4020619,1.118022106,0.955819276,1.103103394
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2AV104XONLIK2,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3QGNYMQNUC6HM,0,27,27,0,0,0,90.07407407,1.020830709,0.988129546,0.968710483
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AH7DXNGZN75VL,0,219,219,0,0,0,87.42465753,0.822041467,0.753111777,1.111112498
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1MDT1W0O9A4H1,0,26,26,0,0,0,365.6153846,0.586380811,0.635197868,0.649234301
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1V418DD1FODG3,0,4,4,0,0,0,-9,0.982264603,0.901387819,0.956846673
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A8ZO345EDMDRH,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A19T47XU4F2ZTD,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2KFOOEQWGN0GK,0,5,5,0,0,0,-9,0.640312424,1.499506822,1.349994521
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A388VLUEWEM0SL,0,8,8,0,0,0,-9,0.987717539,0.8326664,0.683130051
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1TPEIODCQC0MJ,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2MOSNEX4E7G1P,0,7,7,0,0,0,-9,1.017073633,0.914732034,0.742307489
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2OW2CIT4H7364,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2CE2OFG78G12Z,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3S71G870J3NRF,0,12,12,0,0,0,71.41666667,0.762625217,0.865774781,0.986013297
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3QJ2IM7TT0CX9,0,11,11,0,0,0,61.81818182,0.865727134,1.024840211,0.878195702
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1WXGV56U8S8OG,0,3,3,0,0,0,-9,1.518405597,1.113552873,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A7HG8JIUHOGMD,0,3,3,0,0,0,-9,0.595119036,1.114924013,1.5
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2XNQITBIHIOU8,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3OCEGD5COMDHT,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1OKWW6FBH58AU,0,3,3,0,0,0,-9,1.299038106,1.157083824,1.298441532
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2LJAWY0LUIMN1,0,17,17,0,0,0,178.0588235,0.802650238,0.84794355,1.021463866
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3HTEMRBU71OCL,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2NPNKSW89BODS,0,3,3,0,0,0,-9,0.799305254,0.471404521,0.816496581
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1XYQZYIYBL12K,0,25,25,0,0,0,60.68,0.739932429,0.686636891,0.880157496
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2ET4F86U8X414,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A11JJMX5CM4ETF,0,5,5,0,0,0,-9,1.161895004,0.881917104,1.013793755
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A4EC1WXCDUEI3,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A383OHEXLK2TQW,0,8,8,0,0,0,-9,0.94991776,1.112786343,1.131334059
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A33KE3Q8QB1ECA,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AZLIR6YEF70CR,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2QV76DKA6I9UB,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3RKGXABPNJM5S,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A6IVYRP8FAIS,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AOIWPYPI2U8M4,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1HUDOBV92L4TI,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A28JXW5YZJDNK4,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2XW3EP7VQPVBE,0,45,45,0,0,0,157.3555556,0.897372708,1.155112524,1.233533517
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AOAHAIIAS8V8Q,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2N1K1LZ8YO03D,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2HAIY6HUOISQY,0,9,9,0,0,0,-9,1.542354701,1.14140684,1.135923668
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3RF5Y6M8IIKS,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A99F7DB1MDLVK,0,6,6,0,0,0,-9,1.16368667,0.715818898,0.767361046
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1QZCUK0H6FPYK,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1MPEQGDB169DQ,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3KPVU5XH7W1RP,0,3,3,0,0,0,-9,0.276385399,0.816496581,0.953793595
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2JKCS6UCAUARS,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A35M4RWV3MCRUE,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A34HPC9K5YHKWI,0,21,21,0,0,0,68.52380952,0.467024887,1.084575426,1.106310491
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3SEM4Z30POSWQ,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A27ZCDEK4SSJWR,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3W334TQSG39QY,0,4,4,0,0,0,-9,0.559016994,0.829156198,1.053268722
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A358V145VKQQA7,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2B23DWO4WZRA,0,27,27,0,0,0,184.5925926,1.056489191,1.037700133,1.072891296
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A175ZTL2OZO9YU,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AGHID2QWGC95D,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2S794I5MQWBDS,0,158,158,0,0,0,941.0949367,0.80867744,0.845603737,0.894508711
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,ATHS9GUME1XCA,0,6,6,0,0,0,-9,1.117257306,0.81438513,0.868407872
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AHPX65ISHHCIK,0,10,10,0,0,0,70.8,1.3854151,0.685679303,0.852802865
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3CDLCUMPJONDI,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1G9ZIBMV5PLE2,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1FXXVF075KOAY,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AL2UW2BCN3FAN,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3TDUHEBFJ53NM,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2WNW8A4MOR7T7,0,12,12,0,0,0,477.1666667,0.763478425,0.742730978,0.747391296
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1LLH5LWTFTAZS,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2OETOYUPM4JJ1,0,14,14,0,0,0,168.4285714,1.063662329,1.262071885,1.201576873
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A15EZJS1DROADE,0,21,21,0,0,0,116.2380952,0.937003837,0.982899594,1.032848357
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3QY3I5O0STFGA,0,3,3,0,0,0,-9,0.577350269,0.623609564,1.010362971
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A32PNTIGJF38XQ,0,47,47,0,0,0,435.9361702,1.016096682,1.195924877,1.21903803
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AZTHBV93S8U3T,0,3,3,0,0,0,-9,0.623609564,0.759202798,1.187317237
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1XP77IRAJCX5B,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2QN0EGBRGJU1M,0,7,7,0,0,0,-9,1.113461233,0.934049774,1.046739349
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3R5L9P8JAQFXM,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2Q09Q6HJ4ANAO,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AXZL6GKIYXM7C,0,40,40,0,0,0,70.275,1.273758587,0.522875164,0.54256336
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A218PPL6PZ5AW3,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,ASEW6H9UDKWA3,0,56,56,0,0,0,30.10714286,0.638111826,0.54332393,0.377964473
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A8RWVX9FHRQ13,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3RQN5RZD1N2KP,0,10,10,0,0,0,68.9,1.161626016,1.153363305,1.290994449
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2Z2LB7AABXE3R,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AN245L5VK6KZB,0,7,7,0,0,0,-9,1.103681224,0.60080728,0.556730617
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A9IGTAK087DB9,0,5,5,0,0,0,-9,0,1.351850583,1.417744688
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2BRYWJD6T00BE,0,4,4,0,0,0,-9,1.363589014,0.806225775,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AHP3TKMY58D8Z,0,27,27,0,0,0,242.7777778,0.688430752,0.80315735,0.794571776
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3MEKGGEOLPAOQ,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AR9ZC60MDS2Q,0,20,20,0,0,0,167,1.004676565,1.079848338,1.023279419
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2YNPKYEFDZ6C9,0,37,37,0,0,0,1278.864865,0.87796248,0.944449962,1.117257306
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1YIDYB6F44AY0,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1I8NZ590YWYNT,0,9,9,0,0,0,-9,0.862006703,1.091493484,1.179095543
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2GJLCUY79DWP,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1MO07YOP3THQ2,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,ALUJFL3QDRROH,0,12,12,0,0,0,189.9166667,0.692218655,1.117839869,1.263812574
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AO4ZHD0B9KUNE,0,5,5,0,0,0,-9,0.668954408,0.973396117,0.994987437
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2WX2WCLY2TZTF,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AHMFDP04U8I02,0,101,101,0,0,0,164.7425743,0.820737735,0.986398383,0.99443711
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AFODO5KH3V4EN,0,6,6,0,0,0,-9,0.623609564,0.812232862,1.098452194
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A287QNZ2AOSKPT,0,131,131,0,0,0,81.92366412,1.07932797,0.769226145,0.764963583
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2B338ZP97RA5W,0,116,116,0,0,0,74.80172414,0.852138384,0.822182149,0.811172838
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AYN2JAGMDI8H0,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1BXIHA2HS8VPR,0,121,121,0,0,0,58.42975207,0.526381245,1.323807151,1.236178545
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1YS3RYTSEXSGH,0,6,6,0,0,0,-9,1.059841445,0.73479967,0.789470638
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1MLC8HETIE13W,0,3,3,0,0,0,-9,0.623609564,0.721687836,0.721687836
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AX66WA09GMRYC,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A36HO7CWQB50J5,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,ARYCFU28B9405,0,2543,352,2191,0,1,9.918993315,0.326025339,0.21373859,0.210717339
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3NMR4EWP867YJ,0,9,9,0,0,0,-9,1.27747581,1.148320929,1.086692186
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2S96ZZ70YFPSK,0,143,143,0,0,0,251.7692308,0.999914418,0.63651731,0.631106774
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A5IG6AWG6W638,0,198,198,0,0,0,103.489899,0.833822935,0.591557847,0.562451643
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3APOHP7MF6T5P,0,4,4,0,0,0,-9,0.768012858,1.184205958,1.102199506
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1QRRGJSVGSXRC,0,73,73,0,0,0,215.2054795,0.534455088,0.823019215,0.640312047
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AIJNC478ROTVH,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AMKVYXQ6KXQZN,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2DJCEYHFSOTE6,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3UMKT8RU5J7DJ,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2533KQOV8ONEP,0,3,3,0,0,0,-9,0.640095479,1.067187373,1.037491633
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1RYDXG8ZIZ461,0,20,20,0,0,0,106.9,1.182951816,1.12827797,1.254904907
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A38W9IO2CDPVNO,0,89,89,0,0,0,160.4157303,0.859399083,0.87936592,0.999442574
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2TYTG5E5Q7B47,0,3,3,0,0,0,-9,0.763762616,1.114924013,0.935966376
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A264NN7JBX4UDQ,0,28,28,0,0,0,5151.321429,0.77261813,1.160576915,1.056442818
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A15RPGB8G9SHTT,0,23,23,0,0,0,97.08695652,0.825729328,0.890313367,1.021682576
